IP Address	Number of Adjacencies
147.238.4.24	8
172.156.52.140	6
7.196.214.75	10
13.81.124.249	2
99.152.227.194	4
31.231.235.212	12
70.143.39.159	5
132.246.251.43	5
143.119.13.212	7
158.241.30.213	4
224.124.113.164	7
133.203.129.102	4
155.233.53.183	9
170.68.164.109	5
173.161.132.253	5
175.19.33.55	8
26.79.168.1	6
88.213.137.146	4
115.236.245.107	8
124.119.13.157	5
241.16.229.244	7
241.35.19.91	6
244.71.69.31	6
82.155.130.158	8
136.54.132.186	6
57.207.227.243	6
249.237.207.105	12
229.21.82.225	9
55.167.143.170	6
15.126.148.175	9
90.50.183.101	7
46.96.81.180	8
153.210.113.245	8
125.246.15.119	11
184.56.3.77	8
1.111.91.45	6
200.190.150.24	2
224.68.114.113	5
225.148.125.232	6
63.123.62.53	5
27.16.225.56	8
169.90.177.153	3
38.8.161.34	5
144.180.152.44	8
29.234.114.240	9
91.121.50.185	6
162.28.9.253	12
167.80.146.63	7
189.144.249.145	8
89.91.216.67	5
89.203.235.76	8
131.132.102.106	12
184.68.84.242	15
111.242.215.110	7
199.17.85.63	7
30.215.190.19	11
76.151.219.205	7
110.24.230.8	5
191.253.183.89	9
200.103.60.30	7
167.33.9.199	8
204.235.23.10	5
26.241.98.158	7
55.43.95.192	6
74.144.195.10	11
122.155.197.13	9
32.112.169.184	8
128.113.28.43	6
198.37.28.142	6
200.180.228.224	6
110.120.226.168	10
175.182.74.205	9
185.36.139.240	9
207.94.216.47	7
141.14.36.86	10
48.235.82.65	11
102.244.123.229	11
78.160.164.246	5
91.154.158.195	4
57.134.210.237	11
138.150.120.172	3
218.197.76.90	6
12.186.201.252	9
214.196.170.251	5
191.198.224.133	7
227.73.174.113	3
90.28.76.20	6
98.22.202.18	6
227.171.90.75	6
168.140.38.116	4
144.40.38.181	5
169.245.80.6	9
129.23.197.2	9
170.19.232.128	10
170.211.64.88	8
134.152.88.146	9
201.247.184.217	7
171.182.195.246	6
188.138.218.204	5
59.105.250.88	5
171.226.187.49	7
173.30.219.197	7
186.120.71.129	3
175.8.39.127	7
55.127.203.210	7
122.170.100.133	7
4.237.75.46	2
88.237.42.94	12
25.75.216.39	2
164.116.96.74	5
49.119.194.66	9
90.42.151.9	6
146.164.161.135	7
175.224.75.17	8
233.194.247.188	5
87.150.39.213	8
32.18.182.159	7
4.98.100.160	5
5.227.152.91	6
56.151.88.37	4
147.2.235.215	8
214.207.237.218	10
222.78.186.240	7
233.187.88.89	11
73.23.198.142	6
116.74.237.118	7
167.209.191.99	5
62.143.66.30	6
85.100.71.1	4
142.92.91.183	7
172.140.124.226	10
200.140.137.50	8
4.164.62.179	7
190.62.54.148	1
220.208.143.96	5
43.136.213.26	10
79.162.100.68	5
173.138.71.8	4
236.91.62.129	8
240.240.251.204	10
245.234.119.83	2
14.231.61.120	3
199.29.67.51	6
246.85.205.226	7
246.219.104.240	9
251.25.80.90	10
15.187.46.101	6
30.115.78.60	3
69.247.236.134	10
125.9.135.52	11
150.93.171.208	6
227.210.169.167	8
251.218.149.253	7
164.110.173.216	9
254.215.54.227	7
54.132.119.63	12
131.235.99.98	8
52.47.215.85	6
138.18.25.252	11
66.61.114.232	5
182.153.115.244	5
41.189.133.40	7
140.176.104.152	8
66.56.122.108	6
64.178.43.111	4
129.46.29.83	3
51.194.106.174	10
125.54.234.59	7
138.105.189.60	3
104.189.33.42	9
144.233.23.226	4
208.154.92.145	4
254.22.154.63	9
11.162.128.164	10
47.15.194.163	9
147.239.151.26	8
70.132.241.3	7
32.126.171.91	7
8.194.249.193	11
58.224.97.132	4
39.182.11.78	6
40.210.247.221	4
56.196.180.226	9
66.43.151.138	4
80.249.247.134	3
58.59.214.254	4
106.79.122.164	6
117.63.150.114	5
150.39.31.101	7
163.86.126.243	12
164.133.236.155	5
176.170.238.160	8
206.138.77.152	6
223.154.37.71	7
229.52.45.39	9
233.159.121.128	6
62.92.193.79	7
124.217.206.130	8
44.219.171.49	7
241.6.238.40	9
246.47.128.191	5
89.221.26.120	9
252.25.143.231	8
54.245.69.246	6
120.188.132.203	8
2.83.76.160	8
134.219.179.22	6
23.100.117.120	10
152.214.150.63	11
161.249.145.254	5
186.115.187.178	9
222.109.126.23	9
147.228.211.65	7
85.139.207.247	10
18.207.77.148	5
17.34.237.173	4
35.53.80.104	4
68.38.48.219	8
75.145.48.92	8
85.90.154.240	6
28.243.10.254	3
143.240.237.246	10
178.168.121.253	10
99.181.239.147	6
189.75.37.249	9
158.123.93.237	11
49.241.156.148	16
27.235.146.75	7
56.156.202.125	3
125.238.184.214	8
165.227.101.38	9
191.68.231.97	8
200.13.214.75	7
136.237.223.245	11
169.189.231.201	6
171.56.86.243	5
131.76.22.207	12
32.113.73.17	8
89.16.82.239	9
13.172.200.60	4
110.62.184.144	7
115.47.51.206	3
66.108.33.217	9
153.48.118.155	9
150.7.177.56	9
55.235.218.41	4
176.214.180.243	9
188.153.129.176	6
128.9.3.237	8
155.230.121.79	7
169.121.156.155	6
175.63.247.11	2
218.20.1.117	8
237.112.108.63	6
166.212.135.11	7
209.36.42.227	7
46.238.209.243	8
132.67.93.14	5
49.48.251.97	3
55.203.72.253	9
103.170.158.218	7
115.33.215.29	7
131.99.188.144	6
16.6.170.243	8
76.19.180.239	5
85.23.88.237	8
150.63.235.83	2
111.48.171.235	7
149.42.238.94	9
99.211.37.192	4
40.206.54.220	12
158.228.108.191	5
160.47.218.46	15
51.156.76.171	5
70.130.200.95	10
197.51.213.162	8
64.86.231.58	7
197.1.81.165	6
203.138.16.192	7
208.247.188.18	9
217.202.180.72	5
19.100.193.206	8
141.196.196.20	10
181.97.105.198	7
61.212.146.79	9
121.110.123.183	6
143.37.55.161	9
191.92.12.219	6
6.3.240.97	6
12.200.37.31	8
159.124.48.102	4
141.202.142.188	7
192.150.10.34	8
87.112.103.18	5
81.193.105.18	2
25.63.237.163	4
113.121.201.43	13
119.156.219.110	10
186.148.237.135	6
196.39.217.133	4
187.238.55.66	7
199.145.121.173	5
44.62.195.55	6
205.171.49.11	9
70.194.112.91	6
208.122.143.24	4
219.38.205.25	4
109.210.107.225	4
229.25.233.248	10
229.111.80.89	3
168.180.91.150	13
170.4.50.17	9
170.171.148.83	7
174.153.129.70	11
234.91.89.134	8
10.238.109.132	10
237.140.166.191	6
88.208.169.64	10
17.70.120.209	5
15.232.172.195	9
151.143.53.74	8
243.172.38.188	5
113.201.131.39	9
152.171.103.32	2
243.245.231.194	7
87.114.238.109	8
244.223.133.50	3
121.40.130.24	10
82.100.109.42	5
33.175.26.100	8
63.27.28.57	7
145.238.204.125	7
45.40.111.120	8
136.103.58.212	5
188.130.126.58	12
215.120.132.36	5
18.202.194.152	9
215.214.232.6	12
221.91.90.111	9
28.70.232.82	9
37.102.180.32	3
223.230.249.232	11
245.115.184.17	9
43.137.188.70	8
223.69.151.145	6
184.217.70.19	7
236.167.97.245	7
227.148.52.21	9
121.14.101.39	3
246.177.123.101	9
248.114.191.14	9
248.233.14.33	13
87.253.133.38	5
167.89.15.163	5
75.15.61.125	5
131.248.215.65	6
23.17.13.114	8
113.3.79.34	9
135.41.59.134	6
190.64.178.5	4
19.213.54.150	9
112.88.212.236	7
45.185.253.183	10
205.129.181.228	7
205.229.5.19	7
174.253.205.158	7
171.133.226.164	5
237.202.27.124	9
106.34.211.113	10
134.87.79.103	8
159.82.51.99	6
100.206.40.145	5
56.57.99.17	11
89.108.244.109	4
160.168.151.4	6
193.27.9.20	6
185.180.27.98	8
60.112.190.167	4
220.190.197.175	3
229.128.14.187	3
13.40.203.116	6
60.15.97.45	3
86.59.190.44	6
35.247.93.195	6
129.219.217.117	4
204.105.160.116	5
65.108.128.39	2
203.17.64.175	8
221.75.212.65	9
236.109.41.135	4
73.236.17.163	5
249.98.248.39	9
69.70.84.80	6
84.250.143.80	4
153.120.105.41	11
99.34.209.113	8
105.26.62.43	5
108.119.79.89	5
176.23.194.25	5
172.143.229.12	3
93.220.56.210	8
42.32.126.65	8
57.29.253.177	9
73.84.187.189	7
25.27.51.107	12
77.114.2.69	5
123.95.145.228	6
51.211.238.6	7
78.234.149.202	4
15.248.120.17	7
98.129.161.71	9
136.120.138.101	9
124.165.210.251	3
190.111.125.28	10
202.112.127.217	7
202.23.113.56	9
47.128.176.239	5
236.87.201.43	9
181.134.177.30	9
34.71.10.58	5
162.214.127.206	9
61.194.83.241	5
234.30.232.220	1
238.225.63.36	6
247.182.47.233	10
19.159.11.66	13
83.11.191.218	15
28.32.79.200	4
58.50.199.157	9
166.247.210.200	6
147.57.148.191	5
193.161.89.197	6
85.90.78.193	4
10.212.32.215	2
221.10.156.5	11
46.226.89.97	10
63.209.156.144	5
196.201.145.141	4
25.101.175.217	6
248.253.88.177	5
249.175.189.151	7
249.207.208.168	12
36.79.202.232	8
102.142.112.96	7
77.96.18.237	11
144.118.209.10	7
155.42.60.252	10
60.190.34.176	6
135.209.136.250	3
89.195.234.101	11
121.45.232.215	8
16.39.58.131	6
38.41.164.159	3
29.247.162.64	7
48.65.34.174	6
70.219.199.17	5
119.181.170.194	2
166.205.134.239	2
181.187.127.191	4
198.68.83.44	8
61.96.124.188	1
198.93.61.22	11
59.239.203.78	9
8.190.139.2	4
9.211.84.144	7
139.204.148.153	7
24.220.166.184	4
145.4.22.162	12
41.98.147.66	9
145.90.179.17	7
195.41.244.191	5
9.99.150.121	8
208.155.211.232	4
80.156.35.236	6
208.216.111.60	8
209.196.224.134	5
110.96.32.13	6
160.73.157.41	9
216.108.209.170	10
39.217.234.217	4
222.145.199.79	10
220.241.183.251	5
225.17.162.186	6
236.88.59.26	4
238.93.173.98	7
240.228.72.152	7
228.138.221.16	6
241.243.60.111	4
115.24.73.74	11
251.121.157.18	10
4.5.34.202	5
88.171.169.174	7
241.40.90.171	10
192.95.110.92	2
58.163.180.103	7
205.253.151.44	10
7.211.107.214	5
84.145.134.9	6
5.48.73.153	3
21.137.197.33	5
75.207.23.2	11
87.207.74.64	2
103.206.85.240	7
111.54.73.196	6
114.40.245.86	9
119.155.134.193	11
149.31.15.37	9
194.225.10.162	5
101.40.6.226	4
140.44.121.49	10
8.212.205.31	4
195.235.70.52	4
207.24.97.81	7
144.156.202.167	2
161.34.248.56	8
211.31.127.135	5
114.218.81.112	4
150.151.245.253	3
156.175.14.180	6
21.124.60.162	6
90.204.167.35	8
165.73.136.151	14
192.145.35.64	2
194.129.236.167	5
70.240.136.218	8
215.187.123.223	5
170.116.245.177	8
30.7.26.21	5
112.218.82.216	5
144.187.161.113	8
240.104.128.11	7
151.147.109.75	4
17.11.156.220	4
146.22.37.239	8
90.239.95.92	6
103.66.224.88	7
183.189.106.36	8
62.169.210.196	6
253.82.141.88	8
170.160.130.226	10
42.100.51.243	9
124.218.181.168	7
137.127.211.29	10
4.25.86.93	9
186.117.69.7	7
253.182.252.129	11
142.102.167.116	6
136.40.90.149	6
25.216.134.222	4
159.202.235.67	8
170.178.177.144	9
92.131.156.14	5
78.71.163.140	10
129.224.217.81	4
240.142.104.114	3
12.51.68.46	6
187.235.18.7	15
191.162.128.207	8
56.81.222.248	7
59.127.101.21	13
93.73.3.224	7
228.191.235.94	6
232.78.145.19	8
78.107.16.71	10
103.206.183.99	6
105.214.205.82	7
77.112.186.231	3
105.34.47.177	2
108.22.225.28	8
225.224.253.100	5
201.8.156.33	8
2.85.8.4	6
175.34.116.249	2
94.112.64.105	6
136.160.85.124	9
226.210.9.52	5
95.142.40.16	5
234.254.161.113	6
243.237.70.108	10
39.40.45.154	5
104.123.32.66	9
118.4.19.215	8
191.157.205.32	8
220.40.81.20	7
245.150.242.203	5
148.93.216.235	9
106.151.104.198	5
61.91.31.162	6
164.23.71.192	6
251.203.30.117	5
175.162.185.46	3
68.110.208.41	6
31.253.38.168	5
94.31.69.66	6
191.75.86.216	12
175.55.61.206	12
156.228.42.136	5
129.67.218.9	3
40.26.127.147	4
102.171.153.45	6
91.91.22.71	7
187.146.135.252	8
212.175.23.31	8
26.100.139.204	7
167.242.139.207	8
7.110.239.215	5
32.138.22.226	1
5.245.203.112	13
136.200.10.172	5
99.224.49.75	7
121.236.81.224	12
149.107.65.216	3
209.98.208.96	8
172.112.75.120	5
157.121.103.164	5
43.113.66.94	8
100.118.107.141	7
77.58.224.121	7
22.226.178.240	5
173.194.109.209	8
241.206.199.29	8
122.132.200.42	6
18.81.232.155	5
103.59.59.140	3
110.134.148.135	6
51.250.69.218	3
64.248.86.230	5
90.254.133.224	7
62.123.18.236	6
212.229.9.220	6
86.110.242.88	7
28.134.252.213	4
239.48.241.33	7
162.86.83.179	6
243.247.142.127	4
204.167.240.119	11
120.200.11.151	8
153.195.190.79	10
8.147.73.95	4
59.90.141.161	8
102.172.127.226	4
125.120.202.142	7
123.61.97.25	10
137.71.37.151	8
163.134.173.35	7
63.150.132.28	8
21.6.49.239	8
149.77.204.98	8
189.109.63.50	11
28.200.24.18	5
122.201.72.146	9
102.112.7.92	9
121.39.133.245	13
160.193.70.202	8
177.165.198.118	14
199.9.136.117	4
200.130.139.63	7
207.29.201.70	7
152.184.214.220	8
143.19.143.159	13
213.26.159.217	4
224.61.40.119	8
231.66.220.132	8
171.215.124.45	6
172.71.26.241	6
69.135.86.197	2
90.96.74.140	8
16.123.107.71	9
102.213.173.86	5
161.82.210.15	7
63.38.106.54	6
75.141.197.90	5
132.96.144.240	2
83.1.52.53	10
132.145.229.46	7
176.28.244.100	9
166.235.144.248	1
185.84.49.218	4
210.95.242.111	3
158.144.36.108	7
27.3.43.56	6
52.131.65.35	15
219.113.73.134	15
224.231.6.225	13
169.88.199.211	8
114.195.126.122	5
208.91.139.177	8
174.63.132.74	6
246.30.182.179	6
55.140.212.250	9
168.203.81.164	3
105.243.135.117	6
201.123.197.182	8
210.153.69.59	9
20.21.122.101	6
133.56.104.131	6
64.6.128.87	7
218.7.102.126	8
246.179.21.185	8
249.44.39.2	8
55.76.125.201	2
80.137.206.93	14
90.167.116.74	17
106.237.32.30	4
124.175.244.162	7
233.108.50.57	6
254.152.221.131	6
104.26.179.47	8
46.36.126.145	6
148.59.94.27	5
45.188.152.253	4
107.6.239.17	9
102.11.214.38	4
126.66.148.189	10
162.61.217.92	5
71.213.150.114	6
148.141.4.129	9
98.233.201.31	6
29.104.230.233	6
14.209.120.142	2
125.81.40.198	9
26.4.108.209	6
121.150.232.156	5
178.173.145.28	7
219.15.117.176	6
60.229.104.4	5
77.79.14.141	6
75.239.237.233	5
151.172.24.207	5
220.173.217.74	6
224.5.114.207	4
246.225.30.16	10
41.29.124.237	3
89.227.207.186	10
254.145.186.3	7
164.246.161.191	11
160.107.142.213	8
240.127.163.161	5
145.185.83.186	6
57.198.67.175	8
156.196.13.235	6
203.107.156.48	10
216.77.18.191	5
121.34.181.218	6
88.174.114.223	2
206.191.8.181	13
83.129.158.194	8
117.196.67.244	5
170.150.125.165	12
237.137.40.29	5
247.219.175.144	2
4.49.63.2	9
9.77.45.129	5
40.186.229.127	9
87.72.5.236	5
15.223.33.46	8
34.150.180.138	9
125.139.219.116	8
129.188.56.236	4
36.137.122.97	6
132.165.238.43	6
10.198.122.102	4
210.179.106.245	6
213.51.82.215	8
139.115.186.151	4
92.180.152.120	6
88.85.89.123	6
21.89.230.187	2
99.242.13.212	9
103.229.73.192	5
108.109.123.162	6
57.220.103.184	6
72.214.195.151	6
110.132.69.39	5
122.70.209.37	6
141.85.89.35	7
152.94.237.150	16
160.251.252.79	6
99.89.70.105	6
126.35.28.217	7
115.26.35.218	6
135.249.234.92	11
144.131.147.126	6
162.102.234.253	4
176.157.127.24	9
194.30.4.187	0
9.66.187.43	6
222.122.228.218	4
225.55.70.246	7
205.201.102.37	3
198.60.130.48	12
75.223.250.168	9
108.198.81.60	5
240.85.17.161	7
226.184.139.189	9
170.58.179.229	10
55.19.31.226	6
192.45.87.227	7
152.224.55.217	6
199.59.198.25	5
172.172.32.241	8
123.226.215.56	3
190.163.49.34	13
205.53.60.13	5
14.203.3.94	10
71.39.57.115	8
69.170.84.221	8
87.89.17.199	8
119.47.198.216	10
19.205.161.46	4
102.2.154.131	4
49.26.40.233	8
56.155.2.42	13
52.143.219.26	9
101.232.121.119	8
119.40.205.5	6
105.153.189.50	6
66.201.223.252	11
140.131.192.237	8
13.170.69.60	9
63.125.40.39	6
154.190.36.211	7
157.52.17.109	8
161.36.67.204	8
68.42.143.91	9
95.73.232.160	5
141.9.241.79	4
182.33.189.6	4
37.237.221.120	5
115.192.74.80	10
26.174.238.70	3
184.211.157.169	10
152.216.39.179	3
146.146.13.49	8
54.141.159.172	9
81.4.23.141	8
3.192.247.235	2
186.64.88.67	15
58.235.182.24	9
190.58.80.31	7
194.98.221.76	8
23.131.113.196	6
124.15.103.69	2
200.31.122.198	4
37.129.169.40	3
135.90.20.185	6
183.66.117.146	12
190.24.180.1	6
204.151.221.225	7
207.240.61.195	6
152.139.245.215	12
218.197.92.189	9
55.10.55.23	9
62.251.55.246	6
24.94.3.110	11
222.10.70.191	6
231.92.208.81	5
73.181.149.23	14
238.85.76.37	12
238.210.66.88	8
144.16.145.48	8
244.3.210.114	3
247.34.124.227	6
100.234.143.83	4
12.183.116.214	5
80.6.241.95	9
153.162.175.128	8
141.44.200.140	6
166.232.201.61	4
33.213.148.82	5
115.29.36.53	3
63.183.174.39	4
41.33.80.245	7
77.144.45.83	4
84.146.39.105	6
118.125.37.201	7
131.176.62.160	3
39.117.178.51	3
154.72.146.238	8
129.79.170.85	5
193.32.131.228	3
141.186.171.139	7
184.181.33.173	5
171.95.196.170	8
172.92.41.221	3
6.220.113.4	10
41.74.78.134	6
112.170.206.252	7
129.16.12.169	4
148.32.199.112	10
217.155.93.72	7
126.98.98.59	11
173.159.129.23	2
91.206.213.30	6
227.237.109.99	8
71.132.78.174	5
83.203.238.230	7
247.60.146.79	9
115.3.200.196	7
176.252.64.254	9
254.72.95.115	8
234.35.182.106	12
226.238.161.119	6
244.30.172.110	5
182.2.144.39	7
188.183.166.203	9
63.92.242.35	4
13.73.32.19	11
59.39.9.149	14
100.174.87.42	6
129.161.101.60	6
182.22.45.82	10
36.85.107.192	9
216.87.214.25	4
173.86.227.246	7
177.209.225.101	8
249.63.95.76	7
25.150.113.100	4
251.12.61.56	4
48.60.233.124	2
82.157.128.161	9
178.203.111.37	8
91.117.246.207	3
86.7.124.5	10
148.223.147.181	3
40.138.163.72	9
150.130.195.167	6
215.189.139.204	6
141.221.61.8	3
179.136.226.101	4
31.135.1.82	7
42.117.200.116	9
196.207.225.130	6
227.57.123.170	9
120.254.246.55	11
80.160.72.171	9
122.3.13.148	7
130.104.75.75	10
205.103.174.216	6
236.12.6.123	7
243.193.94.39	12
178.97.21.79	11
125.251.87.100	5
90.221.242.232	7
180.81.30.78	10
16.90.149.72	1
26.160.181.119	3
38.160.150.211	5
81.1.114.85	12
10.33.81.177	5
112.197.19.243	5
125.30.171.103	8
128.17.111.101	10
121.170.12.107	5
128.161.144.130	10
55.207.137.195	7
101.166.178.172	6
114.23.99.91	9
134.43.47.37	6
134.235.210.175	4
150.101.99.231	8
154.107.210.7	10
178.248.226.54	11
185.33.106.237	5
191.127.194.19	8
196.116.166.194	10
62.214.215.81	9
56.11.100.159	7
114.157.249.71	6
40.199.254.221	5
198.235.234.186	6
75.200.208.49	7
145.115.50.111	6
209.166.240.57	3
216.152.37.155	10
123.92.67.168	11
39.20.79.26	7
215.35.172.130	9
32.134.52.220	10
232.48.85.229	8
75.70.59.144	10
176.216.230.200	7
178.252.47.251	13
2.45.156.11	9
188.110.253.78	8
221.172.159.140	5
76.187.136.113	13
182.212.243.232	14
230.124.10.31	4
234.37.9.125	4
205.206.77.142	6
168.40.231.246	6
246.36.110.41	6
27.161.41.104	5
109.150.184.46	5
193.144.202.94	5
63.145.16.224	6
83.17.243.106	8
88.96.101.59	6
88.166.17.222	5
95.21.63.180	7
105.29.199.160	2
164.176.113.242	4
166.123.207.233	8
240.121.78.166	5
111.36.20.230	2
16.151.50.135	4
19.238.48.95	4
65.78.147.204	5
126.180.19.154	6
88.9.30.147	8
73.238.215.235	8
103.238.94.60	9
44.250.75.170	6
21.99.62.102	9
105.236.51.76	8
134.34.32.31	7
137.42.39.184	8
155.122.79.61	3
183.194.76.196	7
190.206.238.59	8
124.137.214.158	4
135.21.82.49	9
39.237.104.22	8
195.245.109.185	6
158.92.235.237	4
202.94.175.28	5
209.151.61.12	6
213.32.251.18	6
226.34.176.25	8
77.151.60.247	2
168.92.6.133	8
168.230.6.232	7
66.166.117.144	4
56.72.145.73	2
51.81.69.164	3
15.214.176.209	9
30.231.248.88	1
44.206.226.77	5
76.12.19.229	7
78.28.125.129	7
9.231.25.225	4
108.231.74.200	7
115.176.181.116	4
118.131.5.108	8
57.9.196.190	7
67.9.75.5	5
124.83.130.82	5
129.84.245.191	7
116.180.77.103	7
144.159.236.98	4
152.106.24.225	3
161.199.61.161	8
123.152.3.33	4
127.188.90.224	7
113.103.81.245	7
161.234.136.91	4
161.129.167.85	9
24.153.8.247	7
153.131.213.174	4
183.29.96.58	5
29.2.197.58	9
25.30.9.85	12
17.146.77.17	3
54.193.175.45	6
57.249.219.106	6
30.193.18.151	9
152.14.203.102	6
94.201.144.148	4
111.184.85.144	6
185.150.209.141	10
105.50.17.172	7
183.173.131.150	5
186.80.215.205	7
113.16.28.91	4
188.98.85.146	8
195.155.93.90	8
196.237.198.163	8
224.75.194.39	10
244.41.234.120	3
34.178.39.3	13
247.224.99.49	10
253.139.102.225	5
106.253.160.90	13
220.31.157.171	9
22.7.86.253	8
137.169.193.233	4
160.9.221.53	2
152.63.60.236	3
189.47.62.37	10
154.185.250.85	7
166.247.153.144	7
56.137.207.159	8
220.181.198.229	4
99.22.98.166	6
171.158.96.48	5
174.97.218.207	8
155.141.243.193	6
9.70.23.38	7
33.59.80.178	5
107.67.191.53	9
158.53.101.119	9
230.160.100.100	10
238.151.120.74	5
241.175.240.50	10
25.113.43.192	9
46.242.219.122	5
245.174.134.198	5
116.172.86.132	9
253.204.151.126	8
159.115.110.242	3
93.87.93.68	6
129.193.157.26	0
215.156.117.214	7
103.148.160.58	5
98.175.177.131	8
167.44.106.184	4
123.201.27.62	6
142.17.98.25	5
76.30.197.158	6
93.75.54.254	7
93.189.43.3	4
61.140.98.167	6
65.189.151.207	11
207.198.241.233	6
153.56.77.50	14
228.251.236.92	6
209.129.65.92	2
225.254.119.65	3
133.118.96.177	7
175.163.187.162	9
177.165.45.212	8
8.234.144.193	9
107.48.105.11	1
184.152.3.230	7
29.210.96.30	3
54.106.29.180	5
55.209.233.232	8
154.104.44.200	5
82.33.112.31	8
207.86.71.153	6
221.254.147.34	5
95.138.82.16	3
158.31.198.125	11
190.77.74.54	5
246.21.58.234	1
190.60.197.133	8
53.152.116.157	5
4.84.253.80	7
87.207.34.133	4
129.159.171.163	9
220.161.137.175	8
242.97.249.68	12
36.208.76.241	10
242.12.229.87	5
94.251.9.31	8
12.64.162.188	5
215.99.123.42	9
32.70.250.51	10
53.95.230.129	7
53.212.240.143	5
57.118.199.187	9
165.82.145.228	5
213.116.233.79	8
223.67.184.91	4
247.144.33.136	7
249.196.27.74	6
93.22.80.162	8
200.47.20.4	4
250.190.120.251	7
91.114.169.115	3
249.51.229.188	4
192.17.70.204	5
246.209.5.45	7
1.53.5.241	4
174.190.208.108	7
8.224.193.157	8
51.168.139.93	7
71.230.96.248	10
74.124.49.219	2
113.125.101.139	3
86.180.160.243	7
116.187.174.183	9
117.28.122.116	14
206.237.142.51	3
136.148.221.195	10
173.3.30.192	7
47.56.135.68	2
59.77.227.191	8
198.16.90.148	7
46.51.178.187	13
71.211.203.191	7
221.222.8.201	7
104.95.170.103	10
193.16.33.45	5
238.221.127.21	3
124.56.196.187	9
128.170.77.176	5
238.218.33.247	2
61.240.66.134	6
52.231.22.197	4
125.122.33.156	7
230.116.234.163	7
249.85.56.33	7
250.112.219.73	4
145.81.15.218	5
3.223.137.206	8
161.77.74.11	6
236.210.120.146	11
246.54.41.139	9
100.40.235.186	4
28.200.132.126	6
38.49.138.187	9
57.3.162.49	8
129.78.143.162	7
40.109.165.14	6
41.5.11.78	6
90.14.63.23	6
136.104.12.247	6
139.56.248.169	6
149.63.109.124	10
101.220.111.228	9
29.253.164.172	10
232.164.80.222	11
113.104.91.62	3
37.57.210.53	15
43.125.50.139	9
244.38.95.23	4
189.247.31.45	7
72.71.216.92	5
208.165.215.75	10
251.119.37.12	4
103.36.137.116	6
24.252.58.36	5
230.173.39.140	8
61.182.155.95	6
253.223.206.133	4
213.169.3.88	6
229.162.81.176	13
169.237.192.3	5
121.24.207.32	3
103.234.227.98	7
194.193.74.228	10
198.153.27.31	7
27.150.11.52	5
233.242.24.208	6
137.10.243.187	3
32.179.31.23	12
133.217.65.70	8
214.237.63.71	5
178.63.117.26	8
12.12.202.218	9
24.56.245.179	4
123.144.68.27	9
213.29.43.98	6
8.20.254.211	5
11.184.204.53	8
228.249.8.235	8
242.25.35.219	4
8.240.123.193	7
137.252.175.79	7
21.142.218.123	12
153.252.17.65	5
160.72.92.163	4
252.39.151.86	11
38.196.212.45	4
29.225.120.143	10
198.53.60.242	3
176.134.40.186	7
246.155.109.231	6
199.87.35.190	11
238.103.57.203	2
133.57.195.153	5
153.163.152.147	4
87.169.161.209	4
100.199.45.227	7
45.65.233.89	4
7.15.191.176	6
62.75.82.84	5
90.112.158.126	7
92.115.138.70	3
52.104.48.24	11
136.52.162.37	10
209.250.31.217	12
212.67.143.29	9
230.9.128.153	5
158.113.183.35	7
160.156.92.221	5
100.133.226.65	2
59.154.53.11	12
32.195.58.15	6
61.31.133.149	10
118.112.28.108	5
80.182.127.162	8
17.239.229.134	7
123.205.177.191	10
195.173.148.103	6
206.222.201.79	3
245.218.174.11	3
248.102.142.94	9
3.7.54.240	5
87.61.28.114	8
64.161.243.129	4
213.235.73.26	4
159.230.32.183	13
217.21.251.242	5
220.206.65.121	3
126.111.26.35	2
185.162.205.25	8
231.156.117.199	12
254.124.228.202	3
177.102.145.156	6
92.85.193.79	7
184.173.215.144	5
119.48.182.133	6
177.165.242.217	8
41.10.185.209	4
91.220.241.78	3
177.80.45.54	8
217.183.170.130	5
214.137.233.247	8
190.121.159.52	5
141.93.105.100	8
33.172.166.230	6
153.200.34.75	7
171.187.184.70	11
1.232.222.168	6
38.4.173.69	5
145.195.65.85	6
239.82.161.168	7
207.15.202.91	15
224.208.189.15	8
167.43.134.136	1
239.188.168.148	8
48.239.199.103	9
6.190.97.158	6
5.219.180.90	4
